Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,129.550003,130.949997,126.500000,127.099998,127.099998,21506
2020-01-03,127.199997,128.449997,125.449997,126.349998,126.349998,16566
2020-01-05,null,null,null,null,null,null
2020-01-06,126.250000,126.550003,121.550003,122.150002,122.150002,24428
2020-01-07,122.599998,123.400002,119.849998,122.400002,122.400002,21308
2020-01-08,122.500000,123.050003,118.250000,119.150002,119.150002,23061
2020-01-09,118.699997,120.349998,117.000000,117.349998,117.349998,24637
2020-01-10,117.750000,119.150002,116.500000,118.949997,118.949997,21165
2020-01-12,null,null,null,null,null,null
2020-01-13,118.550003,118.550003,114.150002,114.550003,114.550003,22280
2020-01-14,115.000000,115.550003,113.699997,114.900002,114.900002,18618
2020-01-15,115.300003,116.349998,114.050003,114.300003,114.300003,24677
2020-01-16,114.300003,115.099998,112.349998,112.949997,112.949997,16708
2020-01-17,113.050003,113.400002,111.349998,112.150002,112.150002,18214
2020-01-19,null,null,null,null,null,null
2020-01-21,111.500000,113.250000,109.750000,111.050003,111.050003,32011
2020-01-22,111.500000,112.199997,110.099998,111.000000,111.000000,18581
2020-01-23,111.150002,113.699997,110.650002,112.599998,112.599998,22898
2020-01-24,112.599998,112.650002,109.849998,110.150002,110.150002,23990
2020-01-26,null,null,null,null,null,null
2020-01-27,110.000000,110.000000,106.150002,106.599998,106.599998,25500
2020-01-28,106.400002,106.800003,104.900002,105.050003,105.050003,23885
2020-01-29,106.000000,106.199997,101.900002,102.050003,102.050003,32681
2020-01-30,102.000000,103.500000,100.900002,101.500000,101.500000,24626
2020-01-31,101.449997,103.250000,100.150002,102.650002,102.650002,23166
2020-02-02,null,null,null,null,null,null
2020-02-03,102.000000,102.300003,97.800003,97.900002,97.900002,31237
2020-02-04,98.949997,101.750000,97.599998,98.150002,98.150002,29518
2020-02-05,98.500000,99.250000,97.550003,97.750000,97.750000,29230
2020-02-06,98.449997,99.349998,97.400002,98.150002,98.150002,34189
2020-02-07,98.349998,99.900002,97.699997,98.349998,98.349998,23661
2020-02-09,null,null,null,null,null,null
2020-02-10,98.550003,100.699997,98.050003,100.300003,100.300003,45770
2020-02-11,100.650002,101.199997,99.500000,100.500000,100.500000,36364
2020-02-12,101.000000,102.300003,100.000000,100.650002,100.650002,36213
2020-02-13,100.500000,104.650002,99.949997,104.449997,104.449997,28558
2020-02-14,104.150002,109.400002,103.650002,109.099998,109.099998,10502
2020-02-16,null,null,null,null,null,null
2020-02-18,109.699997,111.500000,104.400002,106.550003,106.550003,14616
2020-02-19,106.300003,107.750000,105.500000,106.800003,106.800003,17063
2020-02-20,107.050003,107.050003,104.000000,103.599998,103.599998,721
2020-02-21,104.599998,109.699997,104.599998,108.849998,108.849998,26
2020-02-23,null,null,null,null,null,null
2020-02-24,105.449997,107.050003,102.900002,105.900002,105.900002,878
2020-02-25,106.449997,107.699997,103.900002,107.099998,107.099998,104
2020-02-26,105.349998,109.349998,105.349998,109.099998,109.099998,17
2020-02-27,109.900002,110.800003,107.800003,108.199997,108.199997,412
2020-02-28,107.750000,109.949997,107.750000,110.099998,110.099998,110
2020-03-01,null,null,null,null,null,null
2020-03-02,112.750000,113.699997,112.750000,114.650002,114.650002,17
2020-03-03,118.699997,120.750000,118.300003,121.050003,121.050003,119
2020-03-04,118.849998,118.849998,118.849998,117.150002,117.150002,62
2020-03-05,115.000000,115.449997,115.000000,109.849998,109.849998,82
2020-03-06,105.599998,106.199997,105.599998,105.599998,105.599998,42
2020-03-08,null,null,null,null,null,null
2020-03-09,103.699997,109.650002,103.699997,108.949997,108.949997,36
2020-03-10,111.300003,114.449997,111.300003,114.250000,114.250000,92
2020-03-11,111.550003,111.550003,111.550003,111.550003,111.550003,12
2020-03-12,109.150002,109.150002,109.150002,109.150002,109.150002,100
2020-03-13,111.150002,111.349998,107.500000,107.050003,107.050003,62
2020-03-15,null,null,null,null,null,null
2020-03-16,107.050003,107.050003,104.849998,103.900002,103.900002,4
2020-03-17,104.400002,104.400002,102.800003,102.900002,102.900002,13
2020-03-18,108.199997,108.199997,108.199997,108.050003,108.050003,18
2020-03-19,114.150002,114.150002,111.500000,116.650002,116.650002,23503
2020-03-20,114.000000,120.050003,114.000000,119.699997,119.699997,24830
2020-03-22,null,null,null,null,null,null
2020-03-23,120.650002,124.900002,116.599998,121.250000,121.250000,26987
2020-03-24,121.449997,126.050003,120.800003,125.599998,125.599998,21152
2020-03-25,126.199997,130.399994,122.349998,129.949997,129.949997,25571
2020-03-26,128.399994,130.649994,124.050003,124.650002,124.650002,17978
2020-03-27,123.349998,123.349998,115.650002,115.849998,115.849998,19516
2020-03-29,null,null,null,null,null,null
2020-03-30,116.199997,120.849998,116.199997,119.300003,119.300003,14430
2020-03-31,118.650002,120.400002,116.400002,119.550003,119.550003,14185
2020-04-01,117.750000,119.000000,114.099998,116.000000,116.000000,17245
2020-04-02,116.849998,120.099998,116.599998,119.349998,119.349998,17216
2020-04-03,118.550003,119.199997,114.300003,114.900002,114.900002,15077
2020-04-05,null,null,null,null,null,null
2020-04-06,114.849998,117.800003,112.400002,116.650002,116.650002,18789
2020-04-07,117.050003,120.900002,117.000000,119.900002,119.900002,22940
2020-04-08,120.000000,120.750000,118.050003,119.800003,119.800003,20568
2020-04-09,120.000000,122.000000,116.900002,118.599998,118.599998,20277
2020-04-12,null,null,null,null,null,null
2020-04-13,118.949997,120.599998,116.599998,119.750000,119.750000,14231
2020-04-14,119.900002,120.349998,115.750000,117.199997,117.199997,14615
2020-04-15,117.000000,121.199997,114.599998,120.199997,120.199997,9063
2020-04-16,119.849998,120.849998,117.900002,118.599998,118.599998,7041
2020-04-17,118.300003,119.599998,115.699997,116.050003,116.050003,10691
2020-04-19,null,null,null,null,null,null
2020-04-20,116.300003,116.750000,113.050003,113.650002,113.650002,5968
2020-04-21,113.000000,113.550003,109.349998,109.650002,109.650002,8794
2020-04-22,109.650002,112.099998,109.650002,110.599998,110.599998,124
2020-04-23,112.000000,113.599998,110.650002,111.050003,111.050003,39
2020-04-24,109.449997,109.449997,105.000000,105.199997,105.199997,35
2020-04-26,null,null,null,null,null,null
2020-04-27,107.000000,107.000000,104.300003,104.599998,104.599998,32
2020-04-28,105.699997,105.699997,105.699997,105.699997,105.699997,113
2020-04-29,104.050003,104.099998,103.500000,103.650002,103.650002,16
2020-04-30,103.750000,104.099998,102.650002,104.650002,104.650002,14
2020-05-01,104.250000,104.250000,103.699997,104.449997,104.449997,2
2020-05-03,null,null,null,null,null,null
2020-05-04,103.900002,103.900002,103.400002,105.550003,105.550003,2
2020-05-05,108.300003,108.300003,108.300003,108.849998,108.849998,49
2020-05-06,107.800003,109.150002,107.750000,109.349998,109.349998,6
2020-05-07,107.000000,107.000000,104.599998,107.449997,107.449997,4
2020-05-08,108.250000,109.400002,108.250000,110.099998,110.099998,2
2020-05-10,null,null,null,null,null,null
2020-05-11,108.199997,108.199997,108.199997,108.949997,108.949997,10
2020-05-12,107.750000,107.750000,107.750000,105.599998,105.599998,1
2020-05-13,104.500000,104.500000,103.650002,103.550003,103.550003,57
2020-05-14,105.349998,105.349998,105.349998,104.900002,104.900002,4
2020-05-15,105.000000,105.000000,105.000000,104.800003,104.800003,1
2020-05-17,null,null,null,null,null,null
2020-05-18,105.699997,105.699997,105.699997,105.699997,105.699997,17327
2020-05-19,107.500000,108.699997,106.300003,107.050003,107.050003,11518
2020-05-20,106.750000,107.650002,105.300003,105.650002,105.650002,12399
2020-05-21,105.750000,106.750000,104.199997,104.750000,104.750000,19211
2020-05-22,104.750000,105.150002,102.349998,103.599998,103.599998,19403
2020-05-24,null,null,null,null,null,null
2020-05-26,104.650002,107.099998,104.199997,105.099998,105.099998,18345
2020-05-27,105.150002,106.000000,101.449997,102.500000,102.500000,20950
2020-05-28,102.300003,102.550003,98.550003,99.099998,99.099998,21073
2020-05-29,99.199997,100.050003,95.849998,96.300003,96.300003,23795
2020-05-31,null,null,null,null,null,null
2020-06-01,95.849998,99.000000,94.800003,98.300003,98.300003,26971
2020-06-02,98.449997,99.699997,97.349998,98.199997,98.199997,17761
2020-06-03,98.500000,100.750000,97.900002,99.099998,99.099998,16879
2020-06-04,98.900002,98.949997,96.250000,98.150002,98.150002,13953
2020-06-05,98.550003,99.750000,97.050003,98.900002,98.900002,16818
2020-06-07,null,null,null,null,null,null
2020-06-08,99.250000,99.650002,97.550003,98.900002,98.900002,26561
2020-06-09,99.199997,99.449997,97.250000,97.800003,97.800003,22764
2020-06-10,97.900002,98.650002,96.400002,96.750000,96.750000,24680
2020-06-11,96.199997,97.650002,94.599998,96.000000,96.000000,27278
2020-06-12,96.349998,97.800003,94.900002,95.199997,95.199997,18281
2020-06-14,null,null,null,null,null,null
2020-06-15,94.199997,95.250000,92.699997,94.000000,94.000000,22016
2020-06-16,94.650002,95.449997,92.750000,93.650002,93.650002,11584
2020-06-17,93.250000,96.800003,93.150002,96.250000,96.250000,12234
2020-06-18,97.000000,97.050003,94.400002,94.599998,94.599998,16437
2020-06-19,94.300003,95.300003,93.449997,93.750000,93.750000,15815
2020-06-21,null,null,null,null,null,null
2020-06-22,94.050003,96.099998,94.000000,95.949997,95.949997,266
2020-06-23,96.250000,97.550003,95.750000,96.250000,96.250000,30
2020-06-24,96.250000,97.099998,96.250000,96.650002,96.650002,34
2020-06-25,96.650002,97.099998,94.550003,94.849998,94.849998,45
2020-06-26,95.599998,95.599998,93.449997,95.650002,95.650002,19
2020-06-28,null,null,null,null,null,null
2020-06-29,100.449997,101.449997,98.449997,98.650002,98.650002,16
2020-06-30,100.349998,100.349998,99.500000,100.050003,100.050003,7
2020-07-01,102.800003,102.800003,102.050003,103.050003,103.050003,4
2020-07-02,102.250000,102.250000,102.250000,102.250000,102.250000,47
2020-07-05,null,null,null,null,null,null
2020-07-06,97.349998,97.349998,97.349998,97.199997,97.199997,47
2020-07-07,99.250000,99.250000,99.250000,99.250000,99.250000,0
2020-07-08,98.949997,98.949997,98.949997,98.949997,98.949997,0
2020-07-09,97.699997,97.699997,97.699997,97.699997,97.699997,0
2020-07-10,96.800003,96.949997,95.449997,96.150002,96.150002,4
2020-07-12,null,null,null,null,null,null
2020-07-13,97.400002,97.400002,97.400002,97.400002,97.400002,0
2020-07-14,96.699997,96.699997,96.699997,96.699997,96.699997,0
2020-07-15,95.949997,95.949997,95.949997,95.949997,95.949997,0
2020-07-16,97.099998,97.099998,97.099998,97.099998,97.099998,8
2020-07-17,101.050003,101.050003,101.050003,101.050003,101.050003,0
2020-07-19,null,null,null,null,null,null
2020-07-20,98.500000,98.500000,98.500000,98.500000,98.500000,0
2020-07-21,100.500000,100.500000,100.500000,100.500000,100.500000,13941
2020-07-22,101.750000,108.750000,101.250000,108.349998,108.349998,32829
2020-07-23,108.099998,109.300003,106.150002,107.500000,107.500000,24990
2020-07-24,106.949997,109.099998,106.349998,108.400002,108.400002,22539
2020-07-26,null,null,null,null,null,null
2020-07-27,107.900002,110.750000,107.400002,110.400002,110.400002,25735
2020-07-28,110.349998,111.349998,108.349998,109.650002,109.650002,18617
2020-07-29,109.400002,112.599998,109.300003,111.599998,111.599998,24211
2020-07-30,112.449997,117.400002,112.199997,115.349998,115.349998,34126
2020-07-31,116.400002,119.400002,115.199997,118.949997,118.949997,34771
2020-08-02,null,null,null,null,null,null
2020-08-03,118.199997,119.699997,115.650002,117.900002,117.900002,28190
2020-08-04,116.900002,121.250000,116.650002,121.050003,121.050003,29406
2020-08-05,120.750000,127.250000,120.449997,121.550003,121.550003,36843
2020-08-06,122.000000,124.199997,116.449997,117.000000,117.000000,28501
2020-08-07,117.300003,118.800003,113.599998,115.449997,115.449997,29392
2020-08-09,null,null,null,null,null,null
2020-08-10,115.050003,117.150002,111.599998,112.599998,112.599998,22719
2020-08-11,112.000000,112.550003,109.699997,111.349998,111.349998,28553
2020-08-12,111.349998,113.800003,110.349998,112.050003,112.050003,22667
2020-08-13,112.400002,117.150002,111.150002,116.199997,116.199997,20874
2020-08-14,116.650002,119.199997,114.449997,114.699997,114.699997,15520
2020-08-16,null,null,null,null,null,null
2020-08-17,114.599998,115.650002,112.699997,115.550003,115.550003,6996
2020-08-18,115.650002,119.750000,115.650002,119.300003,119.300003,7201
2020-08-19,119.500000,122.199997,116.750000,118.449997,118.449997,9248
2020-08-20,118.000000,119.949997,117.000000,118.550003,118.550003,7088
2020-08-21,119.650002,120.400002,116.500000,120.099998,120.099998,245
2020-08-23,null,null,null,null,null,null
2020-08-24,120.400002,122.599998,119.449997,120.250000,120.250000,119
2020-08-25,120.500000,123.800003,120.000000,123.199997,123.199997,55
2020-08-26,125.500000,127.599998,122.000000,122.800003,122.800003,72
2020-08-27,121.349998,123.250000,121.000000,122.949997,122.949997,13
2020-08-28,123.599998,127.099998,123.599998,127.099998,127.099998,54
2020-08-30,null,null,null,null,null,null
2020-08-31,129.050003,130.800003,127.150002,129.800003,129.800003,56
2020-09-01,132.250000,132.300003,130.800003,131.899994,131.899994,22
2020-09-02,130.949997,131.050003,130.000000,131.500000,131.500000,41
2020-09-03,131.300003,131.300003,131.000000,131.600006,131.600006,11
2020-09-04,131.199997,134.500000,131.199997,134.800003,134.800003,45
2020-09-06,null,null,null,null,null,null
2020-09-08,129.000000,129.550003,128.250000,132.800003,132.800003,17
2020-09-09,131.149994,131.399994,130.399994,129.649994,129.649994,15
2020-09-10,132.500000,132.500000,132.500000,132.500000,132.500000,5
2020-09-11,133.350006,133.350006,133.350006,133.350006,133.350006,31
2020-09-13,null,null,null,null,null,null
2020-09-14,128.149994,128.649994,124.150002,123.550003,123.550003,118
2020-09-15,122.199997,122.199997,122.199997,122.199997,122.199997,54
2020-09-16,123.849998,123.849998,120.699997,120.550003,120.550003,8
2020-09-17,119.900002,119.900002,118.699997,118.099998,118.099998,24
2020-09-18,118.349998,118.349998,115.750000,113.599998,113.599998,20915
2020-09-20,null,null,null,null,null,null
2020-09-21,113.000000,113.449997,110.800003,112.000000,112.000000,32467
2020-09-22,112.550003,114.800003,110.349998,110.650002,110.650002,22525
2020-09-23,110.800003,112.599998,109.050003,110.500000,110.500000,24425
2020-09-24,110.750000,112.099998,110.250000,111.150002,111.150002,17432
2020-09-25,111.750000,114.300003,110.849998,113.650002,113.650002,18236
2020-09-27,null,null,null,null,null,null
2020-09-28,113.800003,114.750000,108.699997,109.550003,109.550003,21447
2020-09-29,109.099998,110.400002,108.300003,109.550003,109.550003,21158
2020-09-30,110.250000,112.750000,109.400002,110.949997,110.949997,21064
2020-10-01,110.949997,111.599998,106.400002,107.050003,107.050003,27641
2020-10-02,106.500000,110.000000,104.900002,108.949997,108.949997,23163
2020-10-04,null,null,null,null,null,null
2020-10-05,108.650002,109.699997,106.599998,107.199997,107.199997,19938
2020-10-06,107.500000,109.400002,107.099998,107.650002,107.650002,15255
2020-10-07,107.699997,111.000000,106.199997,109.599998,109.599998,20419
2020-10-08,110.150002,112.150002,107.900002,110.250000,110.250000,18260
2020-10-09,110.250000,112.449997,110.250000,111.550003,111.550003,18260
2020-10-11,null,null,null,null,null,null
2020-10-12,111.000000,113.349998,108.550003,109.150002,109.150002,15910
2020-10-13,109.300003,111.150002,108.699997,110.099998,110.099998,14789
2020-10-14,110.050003,111.699997,109.199997,109.599998,109.599998,14046
2020-10-15,109.550003,111.349998,106.500000,109.500000,109.500000,22363
2020-10-16,109.650002,111.099998,106.849998,107.250000,107.250000,14716
2020-10-18,null,null,null,null,null,null
2020-10-19,106.550003,108.650002,105.599998,106.050003,106.050003,16873
2020-10-20,107.050003,107.250000,104.000000,104.900002,104.900002,17967
2020-10-21,104.800003,106.849998,103.349998,104.150002,104.150002,15757
2020-10-22,103.699997,107.449997,103.199997,106.699997,106.699997,22411
2020-10-23,106.400002,107.000000,104.750000,105.599998,105.599998,11995
2020-10-25,null,null,null,null,null,null
2020-10-26,104.800003,107.150002,104.300003,106.650002,106.650002,14411
2020-10-27,106.750000,108.199997,106.150002,106.949997,106.949997,16380
2020-10-28,106.449997,106.650002,104.650002,105.000000,105.000000,15333
2020-10-29,105.000000,105.199997,102.949997,104.599998,104.599998,16287
2020-10-30,104.550003,105.800003,103.699997,104.400002,104.400002,16287
2020-11-01,null,null,null,null,null,null
2020-11-02,103.900002,104.900002,102.349998,102.800003,102.800003,18605
2020-11-03,102.800003,106.250000,102.750000,103.449997,103.449997,24079
2020-11-04,103.650002,103.949997,102.150002,103.000000,103.000000,18073
2020-11-05,103.900002,106.800003,103.550003,105.949997,105.949997,29467
2020-11-06,106.550003,108.000000,105.949997,106.949997,106.949997,29467
2020-11-08,null,null,null,null,null,null
2020-11-09,107.349998,109.349998,106.349998,106.849998,106.849998,26289
2020-11-10,106.750000,107.650002,105.349998,107.300003,107.300003,28673
2020-11-11,108.000000,110.550003,107.800003,109.099998,109.099998,25497
2020-11-12,109.349998,110.699997,108.750000,110.099998,110.099998,27567
2020-11-13,110.150002,110.550003,108.650002,109.250000,109.250000,27567
2020-11-15,null,null,null,null,null,null
2020-11-16,109.949997,116.199997,109.800003,115.650002,115.650002,12893
2020-11-17,115.949997,116.650002,114.199997,116.199997,116.199997,15948
2020-11-18,116.500000,121.099998,116.349998,119.750000,119.750000,11870
2020-11-19,119.800003,121.000000,118.650002,120.650002,120.650002,203
2020-11-20,120.550003,121.199997,114.500000,115.500000,115.500000,114
2020-11-22,null,null,null,null,null,null
2020-11-23,116.650002,116.650002,114.349998,114.449997,114.449997,39
2020-11-24,114.500000,114.650002,113.050003,113.150002,113.150002,19
2020-11-25,114.349998,115.150002,114.050003,114.500000,114.500000,0
2020-11-27,null,null,null,null,null,null
2020-11-29,null,null,null,null,null,null
2020-11-30,121.349998,121.400002,118.900002,120.699997,120.699997,51
2020-12-01,120.199997,120.199997,116.099998,115.650002,115.650002,121
2020-12-02,116.000000,116.000000,116.000000,116.849998,116.849998,36
2020-12-03,117.650002,117.650002,117.650002,117.650002,117.650002,13
2020-12-04,116.800003,116.800003,115.400002,115.349998,115.349998,13
2020-12-06,null,null,null,null,null,null
2020-12-07,114.750000,114.750000,114.750000,116.949997,116.949997,2
2020-12-08,117.099998,117.099998,117.099998,117.099998,117.099998,11
2020-12-09,115.099998,115.099998,115.099998,114.900002,114.900002,1
2020-12-10,118.550003,118.550003,118.550003,118.550003,118.550003,0
2020-12-11,119.000000,119.000000,118.800003,119.099998,119.099998,2
2020-12-13,null,null,null,null,null,null
2020-12-14,122.500000,123.849998,122.500000,123.550003,123.550003,3
2020-12-15,124.550003,124.550003,124.550003,123.099998,123.099998,5
2020-12-16,126.000000,126.000000,126.000000,125.050003,125.050003,29
2020-12-17,126.300003,126.300003,125.000000,125.050003,125.050003,4
2020-12-18,123.699997,123.699997,123.699997,123.699997,123.699997,4
2020-12-20,null,null,null,null,null,null
2020-12-21,124.250000,125.449997,120.400002,124.300003,124.300003,19298
2020-12-22,123.900002,126.599998,122.900002,124.199997,124.199997,15059
2020-12-23,124.050003,125.949997,123.900002,124.550003,124.550003,10039
2020-12-24,null,null,null,null,null,null
2020-12-27,null,null,null,null,null,null
2020-12-28,125.750000,126.500000,121.500000,123.349998,123.349998,13623
2020-12-29,123.949997,125.900002,123.199997,125.400002,125.400002,11047
2020-12-30,125.300003,126.750000,124.650002,125.400002,125.400002,10915
